book_id,title,authors,average_rating,ratings_count,original_publication_year,image_url,description,pages,genres
4956,My Booky Wook,Russell Brand,3.42,16553,2007.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Russell Brand that has resonated with readers globally.,152,[]
4957,Shadow Spell,Nora Roberts,4.0,17155,2014.0,https://images.gr-assets.com/books/1458263039m/18527947.jpg,"A highly regarded work by Nora Roberts, offering a memorable and engaging reading experience.",311,[]
4958,Just My Type: A Book About Fonts,Simon Garfield,3.79,22046,2010.0,https://images.gr-assets.com/books/1327886002m/10909804.jpg,An impactful story by Simon Garfield that stands as a notable entry in its genre.,661,[]
4959,Promises in Death,J.D. Robb,4.4,24115,2009.0,https://images.gr-assets.com/books/1417318467m/3492020.jpg,A brilliant publication by J.D. Robb that continues to engage and inspire audiences.,339,[]
4960,"Love Is a Dog from Hell: Poems, 1974-1977",Charles Bukowski,4.16,19471,1977.0,https://images.gr-assets.com/books/1377260823m/23534.jpg,A compelling read by Charles Bukowski exploring profound themes with memorable character depth.,473,[]
4961,The Fifth Season,N.K. Jemisin,4.31,20185,2015.0,https://images.gr-assets.com/books/1386803701m/19161852.jpg,A beautifully crafted book by N.K. Jemisin that captures the imagination from start to finish.,289,[]
4962,The Zombie Room,R.D. Ronald,3.61,14302,2012.0,https://images.gr-assets.com/books/1348552492m/13568322.jpg,A captivating narrative by R.D. Ronald that has resonated with readers globally.,189,[]
4963,The Analyst,John Katzenbach,4.12,11685,2002.0,https://images.gr-assets.com/books/1280112638m/67931.jpg,"A highly regarded work by John Katzenbach, offering a memorable and engaging reading experience.",325,[]
4964,Shades of Grey,Jasper Fforde,4.14,22788,2009.0,https://images.gr-assets.com/books/1327563734m/2113260.jpg,An impactful story by Jasper Fforde that stands as a notable entry in its genre.,421,[]
4965,"That Was Then, This Is Now",S.E. Hinton,3.89,22946,1971.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by S.E. Hinton that continues to engage and inspire audiences.,236,"['Historical', 'Fiction', 'Non-Fiction', 'Literary', 'Literary Fiction', 'Contemporary']"
4966,The Mysterious Benedict Society and the Prisoner's Dilemma,Trenton Lee Stewart,4.28,23448,2009.0,https://images.gr-assets.com/books/1320473034m/6164358.jpg,A compelling read by Trenton Lee Stewart exploring profound themes with memorable character depth.,304,[]
4967,The Family Fang,Kevin    Wilson,3.6,18214,2011.0,https://images.gr-assets.com/books/1444101399m/10149142.jpg,A beautifully crafted book by Kevin    Wilson that captures the imagination from start to finish.,199,[]
4968,The Pursuit of Happyness,Chris Gardner,4.17,18492,2006.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Chris Gardner that has resonated with readers globally.,685,[]
4969,Min kamp 1,Karl Ove Knausgård,4.08,7886,2009.0,https://images.gr-assets.com/books/1262695721m/7147831.jpg,"A highly regarded work by Karl Ove Knausgård, offering a memorable and engaging reading experience.",293,[]
4970,A Red Herring Without Mustard,Alan Bradley,4.07,26160,2011.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Alan Bradley that stands as a notable entry in its genre.,837,[]
4971,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,4.2,26004,1994.0,https://images.gr-assets.com/books/1423756471m/18728.jpg,A brilliant publication by Doris Kearns Goodwin that continues to engage and inspire audiences.,876,[]
4972,Straight Man,Richard Russo,4.02,19358,1997.0,https://images.gr-assets.com/books/1430659357m/414298.jpg,A compelling read by Richard Russo exploring profound themes with memorable character depth.,333,[]
4973,The Moviegoer,Walker Percy,3.7,18655,1961.0,https://images.gr-assets.com/books/1437668043m/10739.jpg,A beautifully crafted book by Walker Percy that captures the imagination from start to finish.,191,[]
4974,Вишнëвый сад,Anton Chekhov,3.68,18914,1904.0,https://images.gr-assets.com/books/1464433142m/87346.jpg,A captivating narrative by Anton Chekhov that has resonated with readers globally.,100,[]
4975,11 Birthdays,Wendy Mass,4.18,22339,2009.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Wendy Mass, offering a memorable and engaging reading experience.",145,[]
4976,Unfinished Tales of Númenor and Middle-Earth,J.R.R. Tolkien,3.93,18402,1980.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by J.R.R. Tolkien that stands as a notable entry in its genre.,153,[]
4977,Sisterhood Everlasting,Ann Brashares,3.9,25849,2011.0,https://images.gr-assets.com/books/1327878529m/9461872.jpg,A brilliant publication by Ann Brashares that continues to engage and inspire audiences.,800,[]
4978,Infinity Welcomes Careful Drivers,Grant Naylor,4.03,19773,1989.0,https://images.gr-assets.com/books/1403947775m/349090.jpg,A compelling read by Grant Naylor exploring profound themes with memorable character depth.,375,"['Horror', 'Fantasy', 'Sci-Fi', 'Fiction', 'Thriller', 'Dystopian', 'Mystery', 'Literary']"
4979,Coyote Blue,Christopher Moore,3.75,19901,1994.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by Christopher Moore that captures the imagination from start to finish.,442,"['Non-Fiction', 'Fiction', 'Memoir', 'Classics', 'Biography']"
4980,فوضى الحواس,أحلام مستغانمي,3.83,16337,1997.0,https://images.gr-assets.com/books/1291848735m/2501455.jpg,A captivating narrative by أحلام مستغانمي that has resonated with readers globally.,92,"['Classics', 'Sci-Fi', 'Fiction', 'Contemporary', 'Literary', 'Fantasy', 'Literary Fiction']"
4981,Orthodoxy,G.K. Chesterton,4.23,18303,1908.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by G.K. Chesterton, offering a memorable and engaging reading experience.",171,"['Classics', 'Fiction', 'Sci-Fi', 'Historical', 'Fantasy', 'Literary', 'Non-Fiction', 'Contemporary', 'Dystopian']"
4982,Fancy Nancy,Jane O'Connor,4.15,21619,2005.0,https://images.gr-assets.com/books/1376473636m/426625.jpg,An impactful story by Jane O'Connor that stands as a notable entry in its genre.,596,"['Sci-Fi', 'Classics', 'Fiction', 'Fantasy', 'Literary']"
4983,The Heart of the Matter,Graham Greene,3.98,19149,1948.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Graham Greene that continues to engage and inspire audiences.,416,"['Fiction', 'Classics', 'Sci-Fi']"
4984,The Long Haul,Jeff Kinney,4.33,21822,2014.0,https://images.gr-assets.com/books/1408500992m/21535019.jpg,A compelling read by Jeff Kinney exploring profound themes with memorable character depth.,320,"['Fiction', 'Sci-Fi', 'Classics']"
4985,"Talking to Dragons (Enchanted Forest Chronicles, #4)",Patricia C. Wrede,4.19,27948,1985.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by Patricia C. Wrede that captures the imagination from start to finish.,491,"['Fiction', 'Sci-Fi', 'Classics', 'Dystopian', 'Fantasy', 'Literary']"
4986,Sail,James Patterson,3.8,20932,2008.0,https://images.gr-assets.com/books/1344264435m/2029176.jpg,A captivating narrative by James Patterson that has resonated with readers globally.,934,"['Fiction', 'Sci-Fi', 'Classics']"
4987,The Sleeper and the Spindle,Neil Gaiman,3.9,20889,2014.0,https://images.gr-assets.com/books/1412343723m/23301545.jpg,"A highly regarded work by Neil Gaiman, offering a memorable and engaging reading experience.",307,"['Fiction', 'Classics', 'Sci-Fi']"
4988,A Fall of Marigolds,Susan Meissner,4.04,17015,2014.0,https://images.gr-assets.com/books/1385964725m/18114142.jpg,An impactful story by Susan Meissner that stands as a notable entry in its genre.,365,[]
4989,Beauty's Punishment,A.N. Roquelaure,3.62,20867,1984.0,https://images.gr-assets.com/books/1426861477m/18750.jpg,A brilliant publication by A.N. Roquelaure that continues to engage and inspire audiences.,393,"['Historical', 'Non-Fiction', 'Fiction', 'Contemporary', 'Literary Fiction', 'Literary', 'Fantasy']"
4990,The Negotiator,Dee Henderson,4.32,20278,2000.0,https://images.gr-assets.com/books/1406508359m/285011.jpg,A compelling read by Dee Henderson exploring profound themes with memorable character depth.,1470,[]
4991,Can Love Happen Twice?,Ravinder Singh,3.31,15668,2011.0,https://images.gr-assets.com/books/1321016822m/13041934.jpg,A beautifully crafted book by Ravinder Singh that captures the imagination from start to finish.,99,[]
4992,A Lion Among Men,Gregory Maguire,3.29,21794,2008.0,https://images.gr-assets.com/books/1370992593m/3124249.jpg,A captivating narrative by Gregory Maguire that has resonated with readers globally.,527,[]
4993,"Shadow of a Dark Queen (The Serpentwar Saga, #1)",Raymond E. Feist,4.02,20847,1994.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Raymond E. Feist, offering a memorable and engaging reading experience.",327,[]
4994,This Boy's Life: A Memoir,Tobias Wolff,3.98,19981,1989.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Tobias Wolff that stands as a notable entry in its genre.,492,[]
4995,Patient Zero,Jonathan Maberry,3.98,19852,2009.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Jonathan Maberry that continues to engage and inspire audiences.,236,[]
4996,Death Comes for the Archbishop,Willa Cather,3.88,21343,1927.0,https://images.gr-assets.com/books/1436632846m/545951.jpg,A compelling read by Willa Cather exploring profound themes with memorable character depth.,340,[]
4997,"Fair Game (Alpha & Omega, #3)",Patricia Briggs,4.34,28322,2012.0,https://images.gr-assets.com/books/1327472384m/7942786.jpg,A beautifully crafted book by Patricia Briggs that captures the imagination from start to finish.,536,[]
4998,The Son of Sobek,Rick Riordan,4.26,21691,2013.0,https://images.gr-assets.com/books/1367948073m/17312201.jpg,A captivating narrative by Rick Riordan that has resonated with readers globally.,2266,[]
4999,"Le Tartuffe, ou L’Imposteur",Molière,3.66,21061,1664.0,https://images.gr-assets.com/books/1319501006m/52823.jpg,"A highly regarded work by Molière, offering a memorable and engaging reading experience.",568,[]
5000,Passion Unleashed,Larissa Ione,4.32,28493,2009.0,https://images.gr-assets.com/books/1344267582m/4701550.jpg,An impactful story by Larissa Ione that stands as a notable entry in its genre.,210,[]
5001,高校デビュー 1,Kazune Kawahara,4.11,21210,2004.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Kazune Kawahara that continues to engage and inspire audiences.,271,[]
5002,في ديسمبر تنتهي كل الأحلام,أثير عبدالله النشمي,3.33,16479,2011.0,https://images.gr-assets.com/books/1304699101m/10400407.jpg,A compelling read by أثير عبدالله النشمي exploring profound themes with memorable character depth.,267,[]
5003,Just for You,Mercer Mayer,4.25,22965,1975.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by Mercer Mayer that captures the imagination from start to finish.,119,[]
5004,Amazonia,James Rollins,4.11,20410,2002.0,https://images.gr-assets.com/books/1440044334m/294047.jpg,A captivating narrative by James Rollins that has resonated with readers globally.,287,[]
5005,Feeling Good: The New Mood Therapy,David D. Burns,3.95,17065,1980.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by David D. Burns, offering a memorable and engaging reading experience.",543,[]
5006,Blue Smoke,Nora Roberts,3.97,24366,2005.0,https://images.gr-assets.com/books/1309286007m/114184.jpg,An impactful story by Nora Roberts that stands as a notable entry in its genre.,163,[]
5007,Predator,Patricia Cornwell,3.67,21668,2005.0,https://images.gr-assets.com/books/1310552145m/6528.jpg,A brilliant publication by Patricia Cornwell that continues to engage and inspire audiences.,657,[]
5008,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Melody Beattie,4.13,18340,1986.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Melody Beattie exploring profound themes with memorable character depth.,469,[]
5009,Обломов,Ivan Goncharov,4.0,18458,1859.0,https://images.gr-assets.com/books/1456384296m/254308.jpg,A beautifully crafted book by Ivan Goncharov that captures the imagination from start to finish.,225,[]
5010,Inca Gold,Clive Cussler,3.96,20297,1994.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Clive Cussler that has resonated with readers globally.,322,[]
5011,Delicious!,Ruth Reichl,3.75,17657,2014.0,https://images.gr-assets.com/books/1404478598m/18167006.jpg,"A highly regarded work by Ruth Reichl, offering a memorable and engaging reading experience.",913,[]
5012,NurtureShock: New Thinking About Children,Po Bronson,4.04,17310,2008.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Po Bronson that stands as a notable entry in its genre.,544,[]
5013,Wild Fire,Nelson DeMille,3.99,18529,2006.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Nelson DeMille that continues to engage and inspire audiences.,352,[]
5014,Two Little Girls in Blue,Mary Higgins Clark,3.85,20727,2006.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Mary Higgins Clark exploring profound themes with memorable character depth.,303,[]
5015,Daughter of the Empire,Raymond E. Feist,4.24,24055,1987.0,https://images.gr-assets.com/books/1404668411m/589979.jpg,A beautifully crafted book by Raymond E. Feist that captures the imagination from start to finish.,366,"['Fiction', 'Contemporary', 'Literary Fiction', 'Literary']"
5016,Everlost,Neal Shusterman,3.94,24506,2006.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Neal Shusterman that has resonated with readers globally.,257,[]
5017,Dreams of a Dark Warrior,Kresley Cole,4.39,28315,2011.0,https://images.gr-assets.com/books/1285724086m/8534799.jpg,"A highly regarded work by Kresley Cole, offering a memorable and engaging reading experience.",99,[]
5018,"Theodore Boone, Kid Lawyer",John Grisham,3.72,19284,2010.0,https://images.gr-assets.com/books/1275094812m/7824997.jpg,An impactful story by John Grisham that stands as a notable entry in its genre.,1192,[]
5019,Jimmy Corrigan: The Smartest Kid on Earth,Chris Ware,4.1,17128,2000.0,https://images.gr-assets.com/books/1327962921m/34072.jpg,A brilliant publication by Chris Ware that continues to engage and inspire audiences.,384,[]
5020,A Year Down Yonder,Richard Peck,4.1,23310,2000.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Richard Peck exploring profound themes with memorable character depth.,444,[]
5021,Own the Wind,Kristen Ashley,4.22,38673,2013.0,https://images.gr-assets.com/books/1358119230m/16163690.jpg,A beautifully crafted book by Kristen Ashley that captures the imagination from start to finish.,338,[]
5022,Marina,Carlos Ruiz Zafón,3.99,18260,1999.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Carlos Ruiz Zafón that has resonated with readers globally.,225,[]
5023,My Name Is Memory,Ann Brashares,3.7,23498,2010.0,https://images.gr-assets.com/books/1307512606m/7135858.jpg,"A highly regarded work by Ann Brashares, offering a memorable and engaging reading experience.",313,[]
5024,Written on the Body,Jeanette Winterson,4.08,18203,1992.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Jeanette Winterson that stands as a notable entry in its genre.,134,[]
5025,Tiger's Voyage,Colleen Houck,4.35,24495,2011.0,https://images.gr-assets.com/books/1320459742m/7849341.jpg,A brilliant publication by Colleen Houck that continues to engage and inspire audiences.,1372,[]
5026,Dean Koontz's Frankenstein: Dead and Alive,Dean Koontz,4.01,18310,2009.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Dean Koontz exploring profound themes with memorable character depth.,167,[]
5027,Genome: The Autobiography of a Species in 23 Chapters,Matt Ridley,4.02,17684,1999.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by Matt Ridley that captures the imagination from start to finish.,188,[]
5028,The Going-To-Bed Book,Sandra Boynton,4.22,21078,1982.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Sandra Boynton that has resonated with readers globally.,269,[]
5029,Knocked out by my nunga-nungas,Louise Rennison,3.97,24077,2001.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Louise Rennison, offering a memorable and engaging reading experience.",758,[]
5030,The Sacrilege: The Antichrist Takes the Throne,Tim LaHaye,4.0,19562,2001.0,https://images.gr-assets.com/books/1406505722m/27526.jpg,An impactful story by Tim LaHaye that stands as a notable entry in its genre.,353,[]
5031,Redeployment,Phil Klay,3.98,15597,2014.0,https://images.gr-assets.com/books/1417987993m/18114068.jpg,A brilliant publication by Phil Klay that continues to engage and inspire audiences.,167,[]
5032,Going Bovine,Libba Bray,3.65,26259,2009.0,https://images.gr-assets.com/books/1320391025m/6512140.jpg,A compelling read by Libba Bray exploring profound themes with memorable character depth.,743,[]
5033,The Postman Always Rings Twice,James M. Cain,3.81,19416,1934.0,https://images.gr-assets.com/books/1344265267m/25807.jpg,A beautifully crafted book by James M. Cain that captures the imagination from start to finish.,543,[]
5034,The Dead-Tossed Waves,Carrie Ryan,3.91,26347,2010.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Carrie Ryan that has resonated with readers globally.,483,[]
5035,Shadow Divers: The True Adventure of Two Americans Who Risked Everything to Solve One of the Last Mysteries of World War II,Robert Kurson,4.26,16917,2004.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Robert Kurson, offering a memorable and engaging reading experience.",538,[]
5036,Moon Over Manifest,Clare Vanderpool,4.02,23298,2010.0,https://images.gr-assets.com/books/1320541883m/8293938.jpg,An impactful story by Clare Vanderpool that stands as a notable entry in its genre.,1472,[]
5037,The Glass Palace,Amitav Ghosh,3.94,16535,2000.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Amitav Ghosh that continues to engage and inspire audiences.,1299,[]
5038,Chopsticks,Jessica Anthony,3.72,18375,2012.0,https://images.gr-assets.com/books/1364073067m/10710392.jpg,A compelling read by Jessica Anthony exploring profound themes with memorable character depth.,232,"['Fantasy', 'Romance', 'Historical']"
5039,Every Fifteen Minutes,Lisa Scottoline,3.72,16765,2015.0,https://images.gr-assets.com/books/1428638866m/21853628.jpg,A beautifully crafted book by Lisa Scottoline that captures the imagination from start to finish.,927,[]
5040,The Eye of Minds,James Dashner,3.85,22637,2013.0,https://images.gr-assets.com/books/1358659346m/16279856.jpg,A captivating narrative by James Dashner that has resonated with readers globally.,440,[]
5041,4.50 From Paddington,Agatha Christie,3.92,23416,1957.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Agatha Christie, offering a memorable and engaging reading experience.",472,[]
5042,Ceremony in Death,J.D. Robb,4.26,25093,1997.0,https://images.gr-assets.com/books/1376018955m/74036.jpg,An impactful story by J.D. Robb that stands as a notable entry in its genre.,127,[]
5043,Kakerlakkene,Jo Nesbø,3.71,14717,1998.0,https://images.gr-assets.com/books/1418343189m/18373214.jpg,A brilliant publication by Jo Nesbø that continues to engage and inspire audiences.,316,"['Historical', 'Fiction', 'Non-Fiction', 'Fantasy', 'Classics', 'Romance', 'Contemporary', 'Thriller', 'Mystery', 'Literary', 'Literary Fiction']"
5044,Grave Surprise,Charlaine Harris,3.88,27905,2006.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Charlaine Harris exploring profound themes with memorable character depth.,215,[]
5045,La ciudad de las bestias,Isabel Allende,3.69,15497,2002.0,https://images.gr-assets.com/books/1331488122m/3304.jpg,A beautifully crafted book by Isabel Allende that captures the imagination from start to finish.,575,[]
5046,أولاد حارتنا,Naguib Mahfouz,4.1,14860,1959.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Naguib Mahfouz that has resonated with readers globally.,666,[]
5047,The Scar,China Miéville,4.15,20745,2002.0,https://images.gr-assets.com/books/1320435192m/68497.jpg,"A highly regarded work by China Miéville, offering a memorable and engaging reading experience.",101,[]
5048,Haunted,Meg Cabot,4.15,29460,2003.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Meg Cabot that stands as a notable entry in its genre.,345,[]
5049,"Dragondrums (Pern: Harper Hall, #3)",Anne McCaffrey,4.04,25473,1979.0,https://images.gr-assets.com/books/1410942131m/28553.jpg,A brilliant publication by Anne McCaffrey that continues to engage and inspire audiences.,686,[]
5050,The Story of Beautiful Girl,Rachel Simon,3.92,19655,2011.0,https://images.gr-assets.com/books/1336851169m/9545064.jpg,A compelling read by Rachel Simon exploring profound themes with memorable character depth.,313,[]
5051,Galileo's Daughter,Dava Sobel,3.74,21260,1999.0,https://images.gr-assets.com/books/1414607526m/18646.jpg,A beautifully crafted book by Dava Sobel that captures the imagination from start to finish.,542,[]
5052,Mila 18,Leon Uris,4.27,19323,1961.0,https://images.gr-assets.com/books/1359742799m/42692.jpg,A captivating narrative by Leon Uris that has resonated with readers globally.,432,"['Fiction', 'Thriller', 'Historical', 'Mystery']"
5053,Drawing from Memory,Allen Say,3.81,21137,2011.0,https://images.gr-assets.com/books/1328837508m/11391817.jpg,"A highly regarded work by Allen Say, offering a memorable and engaging reading experience.",430,"['Historical', 'Mystery', 'Fiction', 'Thriller']"
5054,Sea of Poppies,Amitav Ghosh,3.93,15499,2008.0,https://images.gr-assets.com/books/1327376395m/1330324.jpg,An impactful story by Amitav Ghosh that stands as a notable entry in its genre.,297,[]
5055,Nightfall,Isaac Asimov,4.01,21683,1970.0,https://images.gr-assets.com/books/1368557860m/99245.jpg,A brilliant publication by Isaac Asimov that continues to engage and inspire audiences.,169,"['Fiction', 'Historical', 'Thriller', 'Mystery']"
5056,How I Became a Pirate,Melinda Long,4.07,21554,2003.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Melinda Long exploring profound themes with memorable character depth.,179,[]
5057,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",Edward Abbey,4.08,15513,1975.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by Edward Abbey that captures the imagination from start to finish.,536,[]
5058,Last Night in Twisted River,John Irving,3.74,18441,2009.0,https://images.gr-assets.com/books/1399850194m/6323821.jpg,A captivating narrative by John Irving that has resonated with readers globally.,354,[]
5059,Love wins,Rob Bell,3.54,17668,2011.0,https://images.gr-assets.com/books/1327878550m/10115852.jpg,"A highly regarded work by Rob Bell, offering a memorable and engaging reading experience.",322,[]
5060,Bite Club,Rachel Caine,4.23,25064,2011.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Rachel Caine that stands as a notable entry in its genre.,271,[]
5061,A Matter of Honor,Jeffrey Archer,3.9,16502,1985.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Jeffrey Archer that continues to engage and inspire audiences.,291,[]
5062,Mr. Perfect,Linda Howard,4.07,24753,2000.0,https://images.gr-assets.com/books/1327960914m/469901.jpg,A compelling read by Linda Howard exploring profound themes with memorable character depth.,656,"['Historical', 'Fiction', 'Thriller', 'Non-Fiction', 'Mystery']"
5063,Up to Me,M. Leighton,4.12,30597,2013.0,https://images.gr-assets.com/books/1355328750m/16093188.jpg,A beautifully crafted book by M. Leighton that captures the imagination from start to finish.,286,[]
5064,Waking Up Married,Mira Lyn Kelly,3.53,23812,2012.0,https://images.gr-assets.com/books/1352411782m/16124019.jpg,A captivating narrative by Mira Lyn Kelly that has resonated with readers globally.,157,"['Historical', 'Fiction', 'Non-Fiction', 'Romance', 'Fantasy', 'Classics', 'Contemporary', 'Thriller']"
5065,No Time for Goodbye,Linwood Barclay,4.0,17413,2007.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Linwood Barclay, offering a memorable and engaging reading experience.",547,[]
5066,"Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World",Katherine Hannigan,3.86,20551,2004.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Katherine Hannigan that stands as a notable entry in its genre.,310,[]
5067,The Dragon Keeper,Robin Hobb,3.93,19620,2009.0,https://images.gr-assets.com/books/1330079386m/4703450.jpg,A brilliant publication by Robin Hobb that continues to engage and inspire audiences.,357,[]
5068,A Sand County Almanac,Aldo Leopold,4.24,16792,1949.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Aldo Leopold exploring profound themes with memorable character depth.,918,['Fiction']
5069,Lassie Come-Home,Eric Knight,4.16,19100,1940.0,https://images.gr-assets.com/books/1316130656m/895886.jpg,A beautifully crafted book by Eric Knight that captures the imagination from start to finish.,346,[]
5070,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted and the Startling Implications for Diet, Weight Loss and Long-term Health",T. Colin Campbell,4.21,16485,2001.0,https://images.gr-assets.com/books/1376474019m/178788.jpg,A captivating narrative by T. Colin Campbell that has resonated with readers globally.,416,[]
5071,The Gruffalo,Julia Donaldson,4.47,19609,1999.0,https://images.gr-assets.com/books/1329674496m/1013383.jpg,"A highly regarded work by Julia Donaldson, offering a memorable and engaging reading experience.",173,[]
5072,The Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams,3.92,20177,2002.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Douglas Adams that stands as a notable entry in its genre.,307,[]
5073,The City and the Stars,Arthur C. Clarke,4.08,19032,1956.0,https://images.gr-assets.com/books/1340242824m/250024.jpg,A brilliant publication by Arthur C. Clarke that continues to engage and inspire audiences.,505,[]
5074,東京喰種トーキョーグール 1,Sui Ishida,4.43,43490,2012.0,https://images.gr-assets.com/books/1498748457m/18667307.jpg,A compelling read by Sui Ishida exploring profound themes with memorable character depth.,138,[]
5075,How to train your dragon,Cressida Cowell,3.85,23042,2003.0,https://images.gr-assets.com/books/1431930187m/352262.jpg,A beautifully crafted book by Cressida Cowell that captures the imagination from start to finish.,395,[]
5076,Brief Interviews with Hideous Men,David Foster Wallace,3.88,15555,1999.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by David Foster Wallace that has resonated with readers globally.,372,[]
5077,All Around the Town,Mary Higgins Clark,3.94,20029,1992.0,https://images.gr-assets.com/books/1355139896m/170619.jpg,"A highly regarded work by Mary Higgins Clark, offering a memorable and engaging reading experience.",359,[]
5078,L.A. Candy,Lauren Conrad,3.36,21910,2009.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Lauren Conrad that stands as a notable entry in its genre.,652,[]
